Height,Weight,Gender,BMI Class,Calories Maintained,Diet
176,95,Female,4,2751,"Breakfast: Smoothie with spinach, banana, Lunch: Chicken breast with steamed veggies, Dinner: Smoothie with spinach, banana, Snacks: Rice cakes with peanut butter"
151,93,Female,5,2663,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Protein shake, almond butter toast, Dinner: Protein bar, Snacks: Trail mix"
150,82,Female,1,1200,"Breakfast: Greek yogurt with berries, Lunch: Turkey sandwich, veggies, Dinner: Whole grain toast, avocado, Snacks: Rice cakes with peanut butter"
151,68,Female,2,1364,"Breakfast: Stir-fried tofu, brown rice, Lunch: Grilled salmon with quinoa, Dinner: Stir-fried tofu, brown rice, Snacks: Trail mix"
173,53,Female,1,2892,"Breakfast: Whole grain toast, avocado, Lunch: Grilled chicken salad, Dinner: Greek yogurt with berries, Snacks: Trail mix"
176,41,Female,0,1476,"Breakfast: Oatmeal with fruits, Lunch: Fruit smoothie, Dinner: Oatmeal with fruits, Snacks: Greek yogurt with granola"
156,87,Female,0,2259,"Breakfast: Boiled egg with spinach, Lunch: Fruit smoothie, Dinner: Low-fat yogurt with honey, Snacks: Handful of mixed nuts"
177,72,Male,2,1465,"Breakfast: Stir-fried tofu, brown rice, Lunch: Stir-fried tofu, brown rice, Dinner: Chicken wrap with veggies, Snacks: Carrot sticks with hummus"
178,100,Male,4,2355,"Breakfast: Smoothie with spinach, banana, Lunch: Grilled fish, salad, Dinner: Smoothie with spinach, banana, Snacks: Handful of mixed nuts"
182,71,Male,4,2508,"Breakfast: Chicken breast with steamed veggies, Lunch: Smoothie with spinach, banana, Dinner: Quinoa salad with feta cheese, Snacks: Handful of mixed nuts"
170,114,Female,5,1803,"Breakfast: Protein bar, Lunch: Protein shake, almond butter toast, Dinner: Fish with steamed vegetables, brown rice, Snacks: Protein bar"
157,99,Female,0,1917,"Breakfast: Boiled egg with spinach, Lunch: Low-fat yogurt with honey, Dinner: Low-fat yogurt with honey, Snacks: Handful of mixed nuts"
168,101,Male,1,2416,"Breakfast: Whole grain toast, avocado, Lunch: Turkey sandwich, veggies, Dinner: Greek yogurt with berries, Snacks: Apple slices with almond butter"
185,105,Female,1,1889,"Breakfast: Turkey sandwich, veggies, Lunch: Greek yogurt with berries, Dinner: Greek yogurt with berries, Snacks: Apple slices with almond butter"
165,51,Female,3,2457,"Breakfast: Baked salmon, steamed broccoli, Lunch: Greek yogurt with nuts, Dinner: Greek yogurt with nuts, Snacks: Rice cakes with peanut butter"
159,85,Female,2,1549,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Chicken wrap with veggies, Dinner: Grilled salmon with quinoa, Snacks: Apple slices with almond butter"
154,51,Female,4,2608,"Breakfast: Smoothie with spinach, banana, Lunch: Chicken breast with steamed veggies, Dinner: Grilled fish, salad, Snacks: Protein bar"
167,74,Male,2,1453,"Breakfast: Stir-fried tofu, brown rice, Lunch: Scrambled eggs, whole wheat bread, Dinner: Scrambled eggs, whole wheat bread, Snacks: Rice cakes with peanut butter"
163,87,Male,1,2681,"Breakfast: Greek yogurt with berries, Lunch: Grilled chicken salad, Dinner: Whole grain toast, avocado, Snacks: Carrot sticks with hummus"
156,98,Male,5,1413,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Fish with steamed vegetables, brown rice, Dinner: Protein shake, almond butter toast, Snacks: Greek yogurt with granola"
151,43,Male,3,2192,"Breakfast: Baked salmon, steamed broccoli, Lunch: Baked salmon, steamed broccoli, Dinner: Baked sweet potatoes with chicken, Snacks: Protein bar"
160,51,Male,0,1593,"Breakfast: Fruit smoothie, Lunch: Oatmeal with fruits, Dinner: Fruit smoothie, Snacks: Greek yogurt with granola"
184,50,Female,1,2161,"Breakfast: Greek yogurt with berries, Lunch: Whole grain toast, avocado, Dinner: Whole grain toast, avocado, Snacks: Handful of mixed nuts"
165,54,Female,4,2985,"Breakfast: Grilled fish, salad, Lunch: Chicken breast with steamed veggies, Dinner: Grilled fish, salad, Snacks: Carrot sticks with hummus"
179,63,Male,1,1886,"Breakfast: Turkey sandwich, veggies, Lunch: Turkey sandwich, veggies, Dinner: Greek yogurt with berries, Snacks: Greek yogurt with granola"
168,105,Female,1,1882,"Breakfast: Whole grain toast, avocado, Lunch: Greek yogurt with berries, Dinner: Turkey sandwich, veggies, Snacks: Greek yogurt with granola"
155,99,Male,1,2264,"Breakfast: Turkey sandwich, veggies, Lunch: Turkey sandwich, veggies, Dinner: Grilled chicken salad, Snacks: Greek yogurt with granola"
170,110,Female,5,1829,"Breakfast: Protein shake, almond butter toast, Lunch: Protein bar, Dinner: Fish with steamed vegetables, brown rice, Snacks: Handful of mixed nuts"
162,109,Female,3,1716,"Breakfast: Greek yogurt with nuts, Lunch: Baked sweet potatoes with chicken, Dinner: Baked salmon, steamed broccoli, Snacks: Carrot sticks with hummus"
167,107,Male,2,2953,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Chicken wrap with veggies, Dinner: Scrambled eggs, whole wheat bread, Snacks: Greek yogurt with granola"
156,83,Male,3,1363,"Breakfast: Baked salmon, steamed broccoli, Lunch: Baked sweet potatoes with chicken, Dinner: Baked salmon, steamed broccoli, Snacks: Apple slices with almond butter"
166,106,Male,0,1724,"Breakfast: Low-fat yogurt with honey, Lunch: Boiled egg with spinach, Dinner: Fruit smoothie, Snacks: Trail mix"
176,51,Female,0,2063,"Breakfast: Low-fat yogurt with honey, Lunch: Fruit smoothie, Dinner: Boiled egg with spinach, Snacks: Apple slices with almond butter"
186,101,Female,0,2931,"Breakfast: Low-fat yogurt with honey, Lunch: Fruit smoothie, Dinner: Boiled egg with spinach, Snacks: Carrot sticks with hummus"
184,84,Male,5,2504,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Lean beef, roasted vegetables, Dinner: Protein bar, Snacks: Apple slices with almond butter"
180,97,Female,5,2071,"Breakfast: Protein bar, Lunch: Lean beef, roasted vegetables, Dinner: Protein shake, almond butter toast, Snacks: Protein bar"
154,92,Female,5,1430,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Fish with steamed vegetables, brown rice, Dinner: Lean beef, roasted vegetables, Snacks: Trail mix"
190,74,Male,1,2375,"Breakfast: Greek yogurt with berries, Lunch: Whole grain toast, avocado, Dinner: Turkey sandwich, veggies, Snacks: Carrot sticks with hummus"
158,119,Female,4,2135,"Breakfast: Quinoa salad with feta cheese, Lunch: Quinoa salad with feta cheese, Dinner: Quinoa salad with feta cheese, Snacks: Apple slices with almond butter"
186,97,Male,0,2382,"Breakfast: Boiled egg with spinach, Lunch: Fruit smoothie, Dinner: Low-fat yogurt with honey, Snacks: Handful of mixed nuts"
175,55,Male,1,2357,"Breakfast: Grilled chicken salad, Lunch: Grilled chicken salad, Dinner: Turkey sandwich, veggies, Snacks: Apple slices with almond butter"
151,80,Male,2,2370,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Chicken wrap with veggies, Dinner: Chicken wrap with veggies, Snacks: Trail mix"
172,66,Male,1,1644,"Breakfast: Whole grain toast, avocado, Lunch: Turkey sandwich, veggies, Dinner: Turkey sandwich, veggies, Snacks: Handful of mixed nuts"
156,44,Female,0,2498,"Breakfast: Boiled egg with spinach, Lunch: Oatmeal with fruits, Dinner: Low-fat yogurt with honey, Snacks: Protein bar"
160,90,Female,4,1887,"Breakfast: Grilled fish, salad, Lunch: Grilled fish, salad, Dinner: Grilled fish, salad, Snacks: Protein bar"
184,55,Female,2,1280,"Breakfast: Chicken wrap with veggies, Lunch: Grilled salmon with quinoa, Dinner: Stir-fried tofu, brown rice, Snacks: Apple slices with almond butter"
167,112,Male,2,1200,"Breakfast: Chicken wrap with veggies, Lunch: Scrambled eggs, whole wheat bread, Dinner: Stir-fried tofu, brown rice, Snacks: Trail mix"
169,74,Female,0,2909,"Breakfast: Boiled egg with spinach, Lunch: Oatmeal with fruits, Dinner: Oatmeal with fruits, Snacks: Greek yogurt with granola"
150,86,Female,3,2005,"Breakfast: Baked salmon, steamed broccoli, Lunch: Baked salmon, steamed broccoli, Dinner: Baked salmon, steamed broccoli, Snacks: Apple slices with almond butter"
190,48,Female,3,1996,"Breakfast: Grilled chicken, quinoa, Lunch: Baked salmon, steamed broccoli, Dinner: Baked sweet potatoes with chicken, Snacks: Carrot sticks with hummus"
160,87,Male,2,1487,"Breakfast: Grilled salmon with quinoa, Lunch: Grilled salmon with quinoa, Dinner: Scrambled eggs, whole wheat bread, Snacks: Handful of mixed nuts"
158,100,Female,2,2437,"Breakfast: Chicken wrap with veggies, Lunch: Stir-fried tofu, brown rice, Dinner: Scrambled eggs, whole wheat bread, Snacks: Apple slices with almond butter"
166,74,Male,2,1698,"Breakfast: Chicken wrap with veggies, Lunch: Chicken wrap with veggies, Dinner: Chicken wrap with veggies, Snacks: Greek yogurt with granola"
174,47,Female,3,2765,"Breakfast: Grilled chicken, quinoa, Lunch: Baked salmon, steamed broccoli, Dinner: Baked sweet potatoes with chicken, Snacks: Handful of mixed nuts"
154,112,Female,1,2891,"Breakfast: Grilled chicken salad, Lunch: Whole grain toast, avocado, Dinner: Turkey sandwich, veggies, Snacks: Apple slices with almond butter"
180,69,Female,5,1763,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Protein bar, Dinner: Protein bar, Snacks: Apple slices with almond butter"
186,52,Male,1,2043,"Breakfast: Whole grain toast, avocado, Lunch: Grilled chicken salad, Dinner: Turkey sandwich, veggies, Snacks: Greek yogurt with granola"
173,62,Male,4,2594,"Breakfast: Chicken breast with steamed veggies, Lunch: Grilled fish, salad, Dinner: Smoothie with spinach, banana, Snacks: Handful of mixed nuts"
184,66,Female,5,1273,"Breakfast: Lean beef, roasted vegetables, Lunch: Fish with steamed vegetables, brown rice, Dinner: Protein shake, almond butter toast, Snacks: Carrot sticks with hummus"
178,77,Female,5,2215,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Fish with steamed vegetables, brown rice, Dinner: Protein bar, Snacks: Protein bar"
159,93,Male,2,2381,"Breakfast: Chicken wrap with veggies, Lunch: Scrambled eggs, whole wheat bread, Dinner: Scrambled eggs, whole wheat bread, Snacks: Carrot sticks with hummus"
189,100,Male,4,1898,"Breakfast: Grilled fish, salad, Lunch: Smoothie with spinach, banana, Dinner: Quinoa salad with feta cheese, Snacks: Handful of mixed nuts"
174,77,Female,3,2380,"Breakfast: Greek yogurt with nuts, Lunch: Baked salmon, steamed broccoli, Dinner: Greek yogurt with nuts, Snacks: Rice cakes with peanut butter"
184,60,Female,3,2395,"Breakfast: Baked salmon, steamed broccoli, Lunch: Baked salmon, steamed broccoli, Dinner: Baked sweet potatoes with chicken, Snacks: Handful of mixed nuts"
163,83,Male,4,2345,"Breakfast: Chicken breast with steamed veggies, Lunch: Quinoa salad with feta cheese, Dinner: Grilled fish, salad, Snacks: Greek yogurt with granola"
165,90,Female,0,2628,"Breakfast: Boiled egg with spinach, Lunch: Boiled egg with spinach, Dinner: Boiled egg with spinach, Snacks: Protein bar"
185,42,Male,3,2713,"Breakfast: Baked sweet potatoes with chicken, Lunch: Baked salmon, steamed broccoli, Dinner: Baked salmon, steamed broccoli, Snacks: Handful of mixed nuts"
150,45,Male,5,2897,"Breakfast: Lean beef, roasted vegetables, Lunch: Protein shake, almond butter toast, Dinner: Lean beef, roasted vegetables, Snacks: Greek yogurt with granola"
173,43,Female,2,1792,"Breakfast: Stir-fried tofu, brown rice, Lunch: Scrambled eggs, whole wheat bread, Dinner: Grilled salmon with quinoa, Snacks: Carrot sticks with hummus"
161,93,Male,1,1657,"Breakfast: Whole grain toast, avocado, Lunch: Turkey sandwich, veggies, Dinner: Greek yogurt with berries, Snacks: Trail mix"
155,73,Female,1,2531,"Breakfast: Whole grain toast, avocado, Lunch: Greek yogurt with berries, Dinner: Turkey sandwich, veggies, Snacks: Trail mix"
166,117,Female,2,1586,"Breakfast: Stir-fried tofu, brown rice, Lunch: Grilled salmon with quinoa, Dinner: Chicken wrap with veggies, Snacks: Greek yogurt with granola"
187,70,Male,5,1732,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Protein shake, almond butter toast, Dinner: Fish with steamed vegetables, brown rice, Snacks: Protein bar"
176,65,Female,1,1560,"Breakfast: Greek yogurt with berries, Lunch: Turkey sandwich, veggies, Dinner: Whole grain toast, avocado, Snacks: Greek yogurt with granola"
185,64,Male,0,2128,"Breakfast: Fruit smoothie, Lunch: Boiled egg with spinach, Dinner: Boiled egg with spinach, Snacks: Handful of mixed nuts"
181,106,Male,4,1330,"Breakfast: Chicken breast with steamed veggies, Lunch: Smoothie with spinach, banana, Dinner: Quinoa salad with feta cheese, Snacks: Rice cakes with peanut butter"
152,92,Male,3,1822,"Breakfast: Baked sweet potatoes with chicken, Lunch: Greek yogurt with nuts, Dinner: Greek yogurt with nuts, Snacks: Apple slices with almond butter"
159,88,Female,1,2463,"Breakfast: Turkey sandwich, veggies, Lunch: Turkey sandwich, veggies, Dinner: Turkey sandwich, veggies, Snacks: Protein bar"
179,112,Female,3,2093,"Breakfast: Grilled chicken, quinoa, Lunch: Grilled chicken, quinoa, Dinner: Baked salmon, steamed broccoli, Snacks: Greek yogurt with granola"
151,65,Female,0,1719,"Breakfast: Boiled egg with spinach, Lunch: Oatmeal with fruits, Dinner: Oatmeal with fruits, Snacks: Apple slices with almond butter"
165,112,Male,2,1379,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Scrambled eggs, whole wheat bread, Dinner: Scrambled eggs, whole wheat bread, Snacks: Handful of mixed nuts"
186,78,Male,2,1599,"Breakfast: Stir-fried tofu, brown rice, Lunch: Stir-fried tofu, brown rice, Dinner: Stir-fried tofu, brown rice, Snacks: Carrot sticks with hummus"
186,47,Female,2,2591,"Breakfast: Grilled salmon with quinoa, Lunch: Chicken wrap with veggies, Dinner: Scrambled eggs, whole wheat bread, Snacks: Apple slices with almond butter"
175,76,Female,4,1634,"Breakfast: Smoothie with spinach, banana, Lunch: Smoothie with spinach, banana, Dinner: Quinoa salad with feta cheese, Snacks: Apple slices with almond butter"
173,114,Male,4,1413,"Breakfast: Smoothie with spinach, banana, Lunch: Quinoa salad with feta cheese, Dinner: Chicken breast with steamed veggies, Snacks: Apple slices with almond butter"
151,110,Male,2,2410,"Breakfast: Chicken wrap with veggies, Lunch: Stir-fried tofu, brown rice, Dinner: Grilled salmon with quinoa, Snacks: Protein bar"
151,47,Male,1,2211,"Breakfast: Greek yogurt with berries, Lunch: Whole grain toast, avocado, Dinner: Greek yogurt with berries, Snacks: Apple slices with almond butter"
169,110,Female,3,1755,"Breakfast: Grilled chicken, quinoa, Lunch: Baked sweet potatoes with chicken, Dinner: Baked sweet potatoes with chicken, Snacks: Apple slices with almond butter"
181,112,Male,1,2741,"Breakfast: Greek yogurt with berries, Lunch: Grilled chicken salad, Dinner: Whole grain toast, avocado, Snacks: Greek yogurt with granola"
156,66,Male,5,1200,"Breakfast: Protein bar, Lunch: Lean beef, roasted vegetables, Dinner: Protein bar, Snacks: Greek yogurt with granola"
178,114,Female,1,1934,"Breakfast: Turkey sandwich, veggies, Lunch: Greek yogurt with berries, Dinner: Grilled chicken salad, Snacks: Protein bar"
171,52,Female,4,1301,"Breakfast: Grilled fish, salad, Lunch: Quinoa salad with feta cheese, Dinner: Quinoa salad with feta cheese, Snacks: Carrot sticks with hummus"
153,75,Female,1,2193,"Breakfast: Turkey sandwich, veggies, Lunch: Greek yogurt with berries, Dinner: Turkey sandwich, veggies, Snacks: Protein bar"
152,89,Female,3,3000,"Breakfast: Grilled chicken, quinoa, Lunch: Baked salmon, steamed broccoli, Dinner: Baked sweet potatoes with chicken, Snacks: Apple slices with almond butter"
189,87,Female,4,2324,"Breakfast: Grilled fish, salad, Lunch: Grilled fish, salad, Dinner: Chicken breast with steamed veggies, Snacks: Apple slices with almond butter"
163,63,Male,1,2382,"Breakfast: Whole grain toast, avocado, Lunch: Whole grain toast, avocado, Dinner: Turkey sandwich, veggies, Snacks: Protein bar"
157,64,Male,5,1873,"Breakfast: Protein bar, Lunch: Fish with steamed vegetables, brown rice, Dinner: Protein bar, Snacks: Rice cakes with peanut butter"
183,88,Female,0,1458,"Breakfast: Low-fat yogurt with honey, Lunch: Oatmeal with fruits, Dinner: Boiled egg with spinach, Snacks: Trail mix"
180,97,Female,1,1310,"Breakfast: Whole grain toast, avocado, Lunch: Whole grain toast, avocado, Dinner: Whole grain toast, avocado, Snacks: Apple slices with almond butter"
184,67,Male,2,1569,"Breakfast: Chicken wrap with veggies, Lunch: Scrambled eggs, whole wheat bread, Dinner: Chicken wrap with veggies, Snacks: Rice cakes with peanut butter"
185,93,Female,4,1200,"Breakfast: Chicken breast with steamed veggies, Lunch: Grilled fish, salad, Dinner: Grilled fish, salad, Snacks: Rice cakes with peanut butter"
173,105,Male,3,2170,"Breakfast: Baked sweet potatoes with chicken, Lunch: Baked salmon, steamed broccoli, Dinner: Baked salmon, steamed broccoli, Snacks: Carrot sticks with hummus"
166,60,Female,4,2904,"Breakfast: Grilled fish, salad, Lunch: Quinoa salad with feta cheese, Dinner: Quinoa salad with feta cheese, Snacks: Rice cakes with peanut butter"
176,118,Female,4,2195,"Breakfast: Smoothie with spinach, banana, Lunch: Grilled fish, salad, Dinner: Chicken breast with steamed veggies, Snacks: Apple slices with almond butter"
189,94,Female,4,1381,"Breakfast: Quinoa salad with feta cheese, Lunch: Grilled fish, salad, Dinner: Smoothie with spinach, banana, Snacks: Greek yogurt with granola"
161,64,Male,5,1387,"Breakfast: Lean beef, roasted vegetables, Lunch: Protein bar, Dinner: Protein bar, Snacks: Rice cakes with peanut butter"
175,84,Female,5,2806,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Lean beef, roasted vegetables, Dinner: Protein bar, Snacks: Apple slices with almond butter"
176,69,Female,2,1713,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Scrambled eggs, whole wheat bread, Dinner: Grilled salmon with quinoa, Snacks: Apple slices with almond butter"
174,88,Male,4,2847,"Breakfast: Chicken breast with steamed veggies, Lunch: Grilled fish, salad, Dinner: Chicken breast with steamed veggies, Snacks: Trail mix"
156,67,Female,3,1643,"Breakfast: Greek yogurt with nuts, Lunch: Baked sweet potatoes with chicken, Dinner: Baked sweet potatoes with chicken, Snacks: Protein bar"
167,115,Male,3,1813,"Breakfast: Greek yogurt with nuts, Lunch: Grilled chicken, quinoa, Dinner: Baked sweet potatoes with chicken, Snacks: Rice cakes with peanut butter"
176,58,Male,2,2469,"Breakfast: Chicken wrap with veggies, Lunch: Stir-fried tofu, brown rice, Dinner: Chicken wrap with veggies, Snacks: Trail mix"
188,73,Male,0,2018,"Breakfast: Fruit smoothie, Lunch: Oatmeal with fruits, Dinner: Low-fat yogurt with honey, Snacks: Handful of mixed nuts"
172,41,Female,3,1779,"Breakfast: Grilled chicken, quinoa, Lunch: Baked salmon, steamed broccoli, Dinner: Baked sweet potatoes with chicken, Snacks: Rice cakes with peanut butter"
183,80,Male,3,1496,"Breakfast: Baked sweet potatoes with chicken, Lunch: Baked salmon, steamed broccoli, Dinner: Greek yogurt with nuts, Snacks: Protein bar"
184,100,Male,1,1896,"Breakfast: Whole grain toast, avocado, Lunch: Turkey sandwich, veggies, Dinner: Greek yogurt with berries, Snacks: Handful of mixed nuts"
160,59,Female,2,1822,"Breakfast: Stir-fried tofu, brown rice, Lunch: Scrambled eggs, whole wheat bread, Dinner: Stir-fried tofu, brown rice, Snacks: Trail mix"
180,78,Female,3,2720,"Breakfast: Baked sweet potatoes with chicken, Lunch: Grilled chicken, quinoa, Dinner: Baked salmon, steamed broccoli, Snacks: Carrot sticks with hummus"
172,81,Female,2,2205,"Breakfast: Grilled salmon with quinoa, Lunch: Stir-fried tofu, brown rice, Dinner: Stir-fried tofu, brown rice, Snacks: Carrot sticks with hummus"
156,41,Male,4,1322,"Breakfast: Smoothie with spinach, banana, Lunch: Grilled fish, salad, Dinner: Chicken breast with steamed veggies, Snacks: Greek yogurt with granola"
168,71,Female,1,1780,"Breakfast: Grilled chicken salad, Lunch: Whole grain toast, avocado, Dinner: Greek yogurt with berries, Snacks: Greek yogurt with granola"
150,51,Male,2,1721,"Breakfast: Grilled salmon with quinoa, Lunch: Grilled salmon with quinoa, Dinner: Stir-fried tofu, brown rice, Snacks: Protein bar"
185,106,Male,2,1584,"Breakfast: Grilled salmon with quinoa, Lunch: Scrambled eggs, whole wheat bread, Dinner: Grilled salmon with quinoa, Snacks: Apple slices with almond butter"
184,54,Male,5,2037,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Lean beef, roasted vegetables, Dinner: Lean beef, roasted vegetables, Snacks: Protein bar"
189,107,Male,0,1916,"Breakfast: Oatmeal with fruits, Lunch: Oatmeal with fruits, Dinner: Oatmeal with fruits, Snacks: Trail mix"
159,92,Female,2,1364,"Breakfast: Grilled salmon with quinoa, Lunch: Grilled salmon with quinoa, Dinner: Scrambled eggs, whole wheat bread, Snacks: Greek yogurt with granola"
172,76,Male,0,1747,"Breakfast: Low-fat yogurt with honey, Lunch: Fruit smoothie, Dinner: Low-fat yogurt with honey, Snacks: Greek yogurt with granola"
180,63,Male,1,2792,"Breakfast: Turkey sandwich, veggies, Lunch: Grilled chicken salad, Dinner: Grilled chicken salad, Snacks: Carrot sticks with hummus"
168,65,Female,2,1538,"Breakfast: Grilled salmon with quinoa, Lunch: Stir-fried tofu, brown rice, Dinner: Stir-fried tofu, brown rice, Snacks: Greek yogurt with granola"
187,77,Male,1,2274,"Breakfast: Whole grain toast, avocado, Lunch: Grilled chicken salad, Dinner: Grilled chicken salad, Snacks: Carrot sticks with hummus"
183,105,Male,0,2159,"Breakfast: Fruit smoothie, Lunch: Low-fat yogurt with honey, Dinner: Low-fat yogurt with honey, Snacks: Handful of mixed nuts"
